"Nombre","Latitud","Longitud"
"FISCALIA GENERAL DEL ESTADO DE JALISCO GUADALAJARA","20.671155","-103.347455"
"ESTACION DE MONITOREO  ATMOSFERICO CENTRO GUADALAJARA","20.67236667","-103.3333588"
"SECRETARIA DE DESARROLLO ECONOMICO GUADALAJARA","20.673738","-103.3694"
"RECINTOS FUNERARIOS LIBERTAD GUADALAJARA","20.6738522","-103.2983407"
"UNIDAD ESPECIALIZADA EN ATENCION OBSTETRICA Y CUIDADOS NEONATALES GUADALAJARA GUADALAJARA","20.674201","-103.33501"
"CASA MUSEO TALLER JOSE CLEMENTE OROZCO GUADALAJARA","20.67416","-103.385401"
"BIBLIOTECA LARVA GUADALAJARA","20.674933","-103.349896"
"CENTRO DE SALUD EL REFUGIO TALA","20.675217°","-103.737947°"
"CENTRO DE SALUD SAN GASPAR DE LAS FLORES TONALA","20.675701","-103.244001"
"ESTACIONAMIENTO SEDER GUADALAJARA","20.676075","-103.3660711"
"CENTRO DE SALUD LOMAS DEL GALLO GUADALAJARA","20.676801","-103.274001"
"INSTITUTO CULTURAL CABANAS GUADALAJARA","20.676916","-103.338145"
"COEDIS GUADALAJARA","20.6768883","-103.3680905"
"EDIFICIO JUGUETEROS GUADALAJARA","20.67723056","-103.3417722"
"BIBLIOTECA FERNANDO DEL PASO GUADALAJARA","20.677734","-103.283673"
"PALACIO MUNICIPAL GUADALAJARA","20.677748","-103.347835"
"C.D.C. NO. 11 SANTA MARIA DEL PUEBLITO ZAPOPAN","20.678071","-103.437127"
"CENTRO DE SALUD STA MARIA DEL PUEBLITO ZAPOPAN","20.678601","-103.437001"
"MUSEO DE LAS ARTES POPULARES DE JALISCO GUADALAJARA","20.679628","-103.346176"
"OFICINA REGIONAL AGRARIOS REGION CENTRO GUADALAJARA","20.68045","-103.353892"
"CENTRO DE SALUD BALCONES DE ARRIBA GUADALAJARA","20.680801","-103.299001"
"CENTRO DE SALUD LIBERTAD GUADALAJARA","20.681601","-103.290001"
"OFICIALIA NO. 7 CD. GRANJA ZAPOPAN","20.682838","-103.445152"
"DELEGACION CIUDAD GRANJA ZAPOPAN","20.683123","-103.44487"
"OFICIALIA NO. 16 JARDINES DE LA PATRIA ZAPOPAN","20.683722","-103.418885"
"ESTACION DE MONITOREO  ATMOSFERICO VALLARTA ZAPOPAN","20.6845674","-103.4019408"
"BIBLIOTECA NOVELISTAS ZAPOPAN","20.685411","-103.431639"
"FISCALIA GENERAL DEL ESTADO DE JALISCO GUADALAJARA","20.685924","-103.335853"
"FISCALIA GENERAL DEL ESTADO DE JALISCO GUADALAJARA","20.686478","-103.335592"
"COLONIA JALISCO TONALA","20.687025","-103.263197"
"CENTRO DE SALUD COLONIA JALISCO TONALA","20.687191","-103.26325"
"MUSEO PANTEON DE BELEN GUADALAJARA","20.687434","-103.345592"
"INSTITUTO JALISCIENSE DE CANCEROLOGIA GUADALAJARA","20.687901","-103.343001"
"CENTRO DE SALUD BASILIO VADILLO TONALA","20.688201","-103.266001"
"TANQUE TALPITA GUADALAJARA","20.688851","-103.299386"
"UNIDAD ADMTVA. PRISCILIANO SANCHEZ GUADALAJARA","20.689029","-103.294983"
"BIBLIOTECA MTRA. MA. LUISA RIESTRA VDA. DE NAVARRO GUADALAJARA","20.689104","-103.294986"
"COMISION ESTATAL INDIGENA GUADALAJARA","20.689094","-103.351513"
"PRISCILIANO SANCHEZ (OBLATOS) GUADALAJARA","20.689153","-103.295058"
"COORDINACION DE COMUNICACION SOCIAL GUADALAJARA","20.689322","-103.37951"
"CENTRO DE SALUD EL BETHEL GUADALAJARA","20.690101","-103.283001"
"TANQUE OBLATOS GUADALAJARA","20.690371","-103.298973"
"FRAY PEDRO GUADALAJARA","20.690669","-103.37862"
"JARDIN REGISTRO CIVIL GUADALAJARA","20.69092","-103.347911"
"DISPENSARIO MEDICO Y CLINICA DENTAL DE LA ""UNIDAD MEDICA DR. JESUS DELGADILLO ARAUJO"" GUADALAJARA","20.691128","-103.352052"
"CENTRO DE SALUD ARANDAS GUADALAJARA","20.691801","-103.288001"
"TANQUE MEZQUITAN GUADALAJARA","20.693014","-103.360686"
"CASA MESINA GUADALAJARA","20.693278","-103.391617"
"SDIS GUADALAJARA","20.694317","-103.371325"
"CENTRO DE CONTROL DEL SIMAJ GUADALAJARA","20.695598","-103.370585"
"CENTRO DENTAL INFANTIL DE ESPECIALIDADES GUADALAJARA","20.696101","-103.348001"
"SUBSECRETARIA DE ADMINISTRACION GUADALAJARA","20.696387","-103.348374"
"SUBSECRETARIA DE ADMINISTRACION GUADALAJARA","20.6965607","-103.3483668"
"LIC MIGUEL GOMEZ LOZA GUADALAJARA","20.697865","-103.348259"
"CETRO OFICIAL DE MEDICIONES GUADALAJARA","20.698062","-103.358146"
"SIOP GUADALAJARA","20.698612","-103.348391"
"ESTACION DE MONITOREO  ATMOSFERICO OBLATOS GUADALAJARA","20.69904828","-103.2966768"
"COMEDOR COMUNITARIO ""COL. RIO VERDE OBLATOS"",  GUADALAJARA","20.699805","-103.289553"
"BIBLIOTECA EFRAIN GONZALEZ MORFIN GUADALAJARA","20.699866","-103.323031"
"EDIFICIO MAGISTERIO GUADALAJARA","20.69991667","-103.3491028"
"CENTRO DE SALUD TETLAN RIO VERDE GUADALAJARA","20.700001","-103.290001"
"UNIDAD DE ATENCION A LA VIOLENCIA INTRAFAMILIAR GUADALAJARA GUADALAJARA","20.6999813","-103.310968"
"MODULO DE POLICIA GUADALAJARA ORIENTE GUADALAJARA","20.701187","-103.298152"
"CENTRO DE JUSTICIA DE LA MUJER GUADALAJARA","20.701634","-103.337583"
"ARCHIVO HISTORICO GUADALAJARA","20.701567","-103.347694"
"EDIFICIO DE ARCHIVOS GUADALAJARA","20.701589","-103.347989"
"PATRIMONIO DEL ESTADO GUADALAJARA","20.702175","-103.35455"
"CASA PROVIDENCIA GUADALAJARA","20.703253","-103.377208"
"CENTRO DE SALUD SANTA CECILIA GUADALAJARA","20.704301","-103.291001"
"BIBLIOTECA C. P. GABRIEL COVARRUBIAS IBARRA GUADALAJARA","20.704684","-103.336214"
"SECRETARIA DE MOVILIDAD GUADALAJARA","20.705568","-103.346313"
"DISPENSARIO MEDICO Y CLINICA DENTAL ""LA FEDERACHA"" GUADALAJARA","20.708493","-103.313219"
"CENTRO DE SALUD LA AURORA Y LA ESPERANZA GUADALAJARA","20.710001","-103.307001"
"BIBLIOTECA SEVERO DIAZ GALINDO GUADALAJARA","20.711691","-103.297312"
"C.D.C. NO. 15 SAN JUAN DE OCOTAN ZAPOPAN","20.711719","-103.454087"
"OFICIALIA NO. 11 SAN JUAN DE OCOTAN ZAPOPAN","20.711823","-103.453858"
"CENTRO DE SALUD SAN MIGUEL DE HUENTITAN GUADALAJARA","20.712001","-103.294001"
"CUARTEL DE POLICIA ZONA 3 GUADALAJARA","20.713988","-103.316276"
"CONSEJO ESTATAL DE TRASPLANTES DE ORGANOS Y TEJIDOS ZAPOPAN","20.715776","-103.370426"
"DELEGACION VENTA DEL ASTILLERO ZAPOPAN","20.716911","-103.399977"
"INSTITUTO JALISCIENSE DE ALIVIO AL DOLOR Y CUIDADOS PALIATIVOS ZAPOPAN","20.717201","-103.370001"
"CENTRO DE ATENCION INTEGRAL EN SALUD MENTAL ESTANCIA BREVE ZAPOPAN","20.718133","-103.371001"
"ESTACION DE MONITOREO  ATMOSFERICO ATEMAJAC ZAPOPAN","20.71818028","-103.3554914"
"CENTRO DE SALUD RANCHO NUEVO GUADALAJARA","20.718301","-103.326001"
"BIBLIOTECA TESISTAN ZAPOPAN","20.718737","-103.355918"
"ZAPOPAN ZAPOPAN","20.71879115","-103.3861576"
"DISPENSARIO MEDICO Y CLINICA DENTAL ""COL. RANCHO NUEVO GUADALAJARA","20.719103","-103.325814"
"BIBLIOTECA LIC. MANUEL GOMEZ MORIN GUADALAJARA","20.719082","-103.326093"
"C.D.C. NO. 13 ATEMAJAC ZAPOPAN","20.7198111","-103.3549385"
"OFICIALIA NO. 4 ATEMAJAC DEL VALLE ZAPOPAN","20.719771","-103.355158"
"DELEGACION ATEMAJAC ZAPOPAN","20.720038","-103.355201"
"BIBLIOTECA ATEMAJAC DEL VALLE ZAPOPAN","20.720142","-103.355137"
"DELEGACION LA EXPERIENCIA ZAPOPAN","20.720347","-103.348056"
"MUSEO DE ARTE ZAPOPAN ZAPOPAN","20.72069","-103.38986"
"OFICIALIA NO. 1 UNIDAD BASILICA ZAPOPAN","20.72070501","-103.3912128"
"PRESIDENCIA MUNICPAL DE ZAPOPAN ZAPOPAN","20.721377","-103.389743"
"LIC JORGE  HUMBERTO CHAVIRA  MARTINEZ ZAPOPAN","20.721694","-103.344252"
"CENTRO MUNICIPAL DE LA CULTURA ZAPOPAN","20.721844","-103.394112"
"OFICIALIA NO. 8 EL BATAN ZAPOPAN","20.722059","-103.344342"
"C.D.C. NO. 4 EL BATAN ZAPOPAN","20.722247","-103.344116"
"CENTRO DE SALUD ZAPOPAN NORTE I ZAPOPAN","20.722501","-103.396001"
"INSTITUTO DERMATOLOGICO DE JALISCO DR. JOSE BARBA RUBIO ZAPOPAN","20.724201","-103.353001"
"HOSPITAL GENERAL DE ZAPOPAN (CIVIL) ZAPOPAN","20.724201","-103.396001"
"UNIDAD DE EMERGENCIA CRUZ VERDE NORTE ZAPOPAN","20.7248001","-103.396003"
"HOSPITAL GENERAL DE ZAPOPAN ZAPOPAN","20.724892","-103.396124"
"DISPENSARIO MEDICO Y CLINICA DENTAL DE U.A.P.S. ""EL JAGUEY"" GUADALAJARA","20.725112","-103.328421"
"SUB-DIR. DE BOMBEROS ZAPOPAN","20.7266998","-103.385002"
"OFICIALIA NO. 5 CONSTITUCION ZAPOPAN","20.727317","-103.368033"
"CENTRO DE SALUD MERCADO BOLA ZAPOPAN","20.727601","-103.368001"
"CENTRO DE SALUD LOMAS DEL PARAISO GUADALAJARA","20.727947","-103.324857"
"CENTRO DE SALUD TESISTAN ZAPOPAN","20.728101","-103.388001"
"BIBLIOTECA ARCHIVO MUNICIPAL ZAPOPAN","20.728995","-103.380828"
"ASUNTOS INTERNOS ZAPOPAN","20.7294006","-103.389999"
"PROTECCION CIVIL Y BOMBEROS ZAPOPAN","20.7300271","-103.384126"
"COMISARIA GENERAL DE SEGURIDAD PUBLICA ZAPOPAN","20.730067","-103.384845"
"SUB-DIR. DE PROTECCION CIVIL ZAPOPAN","20.7301998","-103.384002"
"CENTRO DE SALUD BENITO JUAREZ ZAPOPAN","20.730301","-103.339001"
"CENTRO DE SALUD CONSTITUCION ZAPOPAN","20.731201","-103.361001"
"CENTRO DE SALUD SANTA MARGARITA ZAPOPAN","20.733301","-103.423001"
"OFICIALIA NO. 9 Y 17 UNIDAD TUZANIA ZAPOPAN","20.734191","-103.410106"
"OFICIALIA NO. 15 TABACHINES ZAPOPAN","20.734482","-103.361236"
"UNIDAD DE EMERGENCIA CRUZ VERDE FEDERALISMO ZAPOPAN","20.7349438","-103.35062"
"BIBLIOTECA PUBLICA MUNICIPAL ZAPOPAN","20.734862","-103.411688"
"BIBLIOTECA TUZANIA ZAPOPAN","20.73509","-103.41174"
"UNIDAD DE ATENCION A LA VIOLENCIA INTRAFAMILIAR ZAPOPAN ZAPOPAN","20.7359411","-103.3836335"
"BIBLIOTECA FOVISSSTE ZAPOPAN","20.737242","-103.403947"
"SECTOR UNO ZAPOPAN","20.737699","-103.348999"
"C.D.C. NO. 22 PARQUES DEL AUDITORIO ZAPOPAN","20.739405","-103.352932"
"CENTRO CULTURAL TABACHINES ZAPOPAN","20.740367","-103.369656"
"CIEN CORAZONES ZAPOPAN","20.740822","-103.430917"
"CENTRO CULTURAL ALTAGRACIA ZAPOPAN","20.744807","-103.39158"
"CENTRO DE ATENCION PRIMARIA EN ADICCIONES NUEVA VIDA ZAPOPAN I ZAPOPAN","20.748301","-103.373001"
"C.D.C. NO. 19 JARDINES DE NUEVO MEXICO ZAPOPAN","20.762982","-103.44387"
"CENTRO CULTURAL JARDINES DEL NUEVO MEXICO ZAPOPAN","20.764871","-103.443902"
"CENTRO DE SALUD HOGARES DE NUEVO MEXICO ZAPOPAN","20.767001","-103.421001"
"CENTRO DE SALUD NUEVO MEXICO ZAPOPAN","20.767601","-103.447001"
"BIBLIOTECA NUEVO MEXICO ZAPOPAN","20.767909","-103.446997"
"CENTRO DE SALUD ZAPOPAN NORTE II ZAPOPAN","20.772001","-103.450001"
"C.D.C. NO. 21 COPALITA ZAPOPAN","20.7959555","-103.4740802"
"C.D.C. NO. 8 SANTA MONICA DE LOS CHORRITOS ZAPOPAN","20.7969253","-103.4960864"
"DELEGACION TESISTAN ZAPOPAN","20.798341","-103.477988"
"OFICIALIA NO. 6 TESISTAN ZAPOPAN","20.798605","-103.477853"
"UNIDAD DE EMERGENCIA CRUZ VERDE SANTA LUCIA ZAPOPAN","20.79909","-103.495902"
"SECTOR CUATRO ZAPOPAN","20.801082","-103.478128"
"C.D.C. NO. 6 SANTA LUCIA ZAPOPAN","20.802328","-103.491626"
"CENTRO DE SALUD LA MAGDALENA ZAPOPAN","20.808001","-103.462001"
"5 SURESTE MAZAMITLA","19.917062","-103.020163"
"CASA DE MIGRANTE / CENTRO COMUNITARIO DE APRENDIZAJE MAZAMITLA","19.914504","-103.020585"
"SALON DE USOS MULTIPLES CONCEPCION DE BUENOS AIRES","19.979198","-103.260183"
"DIF AMACUECA AMACUECA","20.011122","-103.600624"
"DELEGACION EL PLAN (EL CERRITO) ACATLAN DE JUAREZ","20.41754","-103.60529"
"OFICINA DE TELEGRAFOS ACATLAN DE JUAREZ","20.419568","-103.590467"
"CASA EJIDAL IXTLAHUACAN DE LOS MEMBRILLOS","20.446206","-103.201444"
"DELEGACION LA CAPILLA IXTLAHUACAN DE LOS MEMBRILLOS","20.446253","-103.2014"
"DELEGACION SAN ISIDRO TALA","20.522903","-103.611785"
"DELEGACION ZAPOTLANEJO","20.526239","-103.084348"
"DELEGACION SANTA ANITA SAN PEDRO TLAQUEPAQUE","20.549676","-103.44153"
"OFICINA DE REGISTRO CIVIL NO. 7  SAN PEDRO TLAQUEPAQUE","20.578013","-103.370395"
"AGENCIA LA LADRILLERA SAN PEDRO TLAQUEPAQUE","20.58141","-103.330954"
"OFICINA DE REGISTRO CIVIL NO. 12 (LA LADRILLERA) SAN PEDRO TLAQUEPAQUE","20.58141","-103.330954"
"KIOSCO ELECTRONICO CENTRO SUR SAN PEDRO TLAQUEPAQUE","20.603314","-103.401795"
"SECTOR DE ZONA 3 SAN PEDRO TLAQUEPAQUE","20.606264","-103.352942"
"OFICINA DE REGISTRO CIVIL NO. 13 (MIRAVALLE) SAN PEDRO TLAQUEPAQUE","20.606264","-103.352942"
"DELEGACION TATEPOSCO SAN PEDRO TLAQUEPAQUE","20.607038","-103.25923"
"OFICINA DE REGISTRO CIVIL NO. 10 SAN PEDRO TLAQUEPAQUE","20.607048","-103.259217"
"KIOSCO ELECTRONICO MIRAVALLE GUADALAJARA","20.610785","-103.341332"
"ESTACION DE MONITOREO  ATMOSFERICO LOMA DORADA TONALA","20.629247","-103.264026"
"CENTRO CULTURAL REGIONAL LAS AGUILAS ZAPOPAN","20.631184","-103.416554"
"UNIDAD ADMINISTRATIVA LAS AGUILAS ZAPOPAN","20.631184","-103.416554"
"PRESIDENCIA SAN PEDRO TLAQUEPAQUE","20.639341","-103.31075"
"ATENCION CIUDADANA SAN PEDRO TLAQUEPAQUE","20.639341","-103.31075"
"DESARROLLO SOCIAL SAN PEDRO TLAQUEPAQUE","20.639877","-103.31606"
"ATENCION TURISTICA SAN PEDRO TLAQUEPAQUE","20.639871","-103.316091"
"VEHICULOS SAN PEDRO TLAQUEPAQUE","20.64102","-103.301072"
"DIRECCION DE MANTENIMIENTO Y CONSERVACION SAN PEDRO TLAQUEPAQUE","20.64102","-103.301072"
"KIOSCO ELECTRONICO PILA SECA SAN PEDRO TLAQUEPAQUE","20.641706","-103.316617"
"KIOSCO ELECTRONICO RIO NILO SAN PEDRO TLAQUEPAQUE","20.644819","-103.311705"
"BIBLIOTECA PUBLICA MUNICIPAL ZAPOPAN","20.649523","-103.453337"
"OFICIALIA NO. 20 EL COLLI ZAPOPAN","20.649521","-103.453397"
"C.D.C. NO. 1 PARAISOS DEL COLLI ZAPOPAN","20.649607","-103.45337"
"BIBLIOTECA PARAISOS DEL COLLI ZAPOPAN","20.649607","-103.45337"
"OFICINAS CENTRALES PARQUES SOLIDARIDAD Y MONTENEGRO GUADALAJARA","20.667097","-103.269472"
"DELEGACION EL REFUGIO TALA","20.6715656","-103.7382946"
"EDIFICIO MADERO GUADALAJARA","20.673733","-103.345044"
"DISPENSARIO MEDICO Y CLINICA DENTAL DE LA ''U.A.P.S.'' IGNACIO ALLENDE GUADALAJARA","20.673929","-103.285924"
"CUARTEL DE POLICIA ZONA 6 GUADALAJARA","20.673929","-103.285924"
"EDIFICIO PEDRO MORENO GUADALAJARA","20.67577778","-103.3465083"
"PALACIO DE GOBIERNO GUADALAJARA","20.6762729","-103.3463974"
"PALACIO DE GOBIERNO GUADALAJARA","20.676289","-103.346308"
"EDIFICIO EJECUCION FISCAL GUADALAJARA","20.69863611","-103.3482083"
"DISPENSARIO MEDICO Y CLINICA DENTAL ""COL. SANTA CECILIA"", GUADALAJARA","20.706772","-103.28955"
"SANTA CECILIA GUADALAJARA","20.706811","-103.289611"
"BIBLIOTECA SANTA CECILIA GUADALAJARA","20.707007","-103.289547"
"DELEGACION SAN JUAN OCOTAN ZAPOPAN","20.711869","-103.454054"
"BIBLIOTECA SAN JUAN DE OCOTAN ZAPOPAN","20.711869","-103.454054"
"COMEDOR COMUNITARIO ""COL. DIVISION DEL NORTE"", GUADALAJARA","20.720866","-103.33813"
"DISPENSARIO MEDICO Y CLINICA DENTAL ""SANTA ELENA"". GUADALAJARA","20.720866","-103.33813"
"UNIDAD ADMINISTRATIVA BASILICA ZAPOPAN","20.721079","-103.391112"
"BIBLIOTECA EL BATAN ZAPOPAN","20.722178","-103.344294"
"DELEGACION EL BATAN ZAPOPAN","20.722178","-103.344294"
"COMEDOR COMUNITARIO LOMAS DEL PARAISO GUADALAJARA","20.727167","-103.328588"
"DISPENSARIO MEDICO Y CLINICA DENTAL COL. LOMAS DEL PARAISO 5A SECCION GUADALAJARA","20.727167","-103.328588"
"DELEGACION SANTA MARIA TEQUEPEXPAN SAN PEDRO TLAQUEPAQUE","20.597229","-103.393177"
"OFICINA DE REGISTRO CIVIL NO. 5 (SANTA MARIA TEQUEPEXPAN) SAN PEDRO TLAQUEPAQUE","20.597229","-103.393177"
"DELEGACION LAS JUNTAS SAN PEDRO TLAQUEPAQUE","20.609724","-103.336652"
"OFICINA DE REGISTRO CIVIL NO. 3 (LAS JUNTAS) SAN PEDRO TLAQUEPAQUE","20.609685","-103.33666"
"DELEGACION SAN PEDRITO SAN PEDRO TLAQUEPAQUE","20.614864","-103.288153"
"OFICINA DE REGISTRO CIVIL NO. 11 (SAN PEDRITO) SAN PEDRO TLAQUEPAQUE","20.614864","-103.288153"
"AGENCIA LOMA BONITA SAN PEDRO TLAQUEPAQUE","20.627828","-103.401473"
"OFICINA DE REGISTRO CIVIL NO. 14 SAN PEDRO TLAQUEPAQUE","20.627828","-103.401473"
"BIBLIOTECA 3 LOPEZ COTILLA SAN PEDRO TLAQUEPAQUE","20.573861","-103.358857"
"DELEGACION MANUEL LOPEZ COTILLA SAN PEDRO TLAQUEPAQUE","20.573861","-103.358857"
"OFICINA DE REGISTRO CIVIL NO. 8  SAN PEDRO TLAQUEPAQUE","20.573861","-103.358857"
"TESORERIA MUNICIPAL ACATLAN DE JUAREZ ACATLAN DE JUAREZ","20.422118","-103.591474"
"COMUNICACION SOCIAL ACATLAN DE JUAREZ","20.422118","-103.591474"
"PRESIDENCIA MUNICIPAL DE ACATLAN DE JUAREZ ACATLAN DE JUAREZ","20.422118","-103.591474"
"JEFE DEL DEPTO. DE EDUCACION AMBIENTAL SAN PEDRO TLAQUEPAQUE","20.641498","-103.316522"
"JEFE DEL DPTO. DE DICTAMINACION Y PROTECCION AMBIENTAL SAN PEDRO TLAQUEPAQUE","20.641498","-103.316522"
"DIRECTOR DE PARQUESY JARDINES SAN PEDRO TLAQUEPAQUE","20.641498","-103.316522"
"DIRECTOR GENERAL DE MEDIO AMBIENTE SAN PEDRO TLAQUEPAQUE","20.641498","-103.316522"
"ESCUADRON MONTADO ZAPOPAN","20.7296009","-103.382003"
"ESCUADRON MOTORIZADO ZAPOPAN","20.7296009","-103.382003"
"ESCUADRON CICLOPOLICIA ZAPOPAN","20.7296009","-103.382003"
"ESCUADRON CANINO ZAPOPAN","20.7296009","-103.382003"
"NUEVO MEXICO ZAPOPAN","20.640301","-103.468863"
"C.D.C. NO. 20 ARENALES TAPATIOS ZAPOPAN","20.633966","-103.4740802"
"PLAZA PUBLICA PRINCIPAL","20.780.520","-102.910.069"
"PLAZA PUBLICA PRINCIPAL","20.422.356","-103.591.470"
"PLAZA PUBLICA PRINCIPAL","20.701.196","-103.976.477"
"PLAZA PUBLICA PRINCIPAL","20.011424°","-103.600529°"
"PLAZA PUBLICA PRINCIPAL","20.831.485","-103.728.201"
"PLAZA PUBLICA PRINCIPAL","20.547.628","-104.046.658"
"PLAZA PUBLICA PRINCIPAL","20.705.675","-102.344.849"
"PLAZA PUBLICA PRINCIPAL","20.140.848","-103.728.541"
"PLAZA PUBLICA PRINCIPAL","20.274.968","-104.238.340"
"PLAZA PUBLICA PRINCIPAL","20.415.080","-104.493.291"
"PLAZA PUBLICA PRINCIPAL","20.551.110","-102.507.929"
"PLAZA PUBLICA PRINCIPAL","20.008.525","-103.517.327"
"PLAZA PUBLICA PRINCIPAL","19.771.614","-104.366.676"
"PLAZA PUBLICA PRINCIPAL","20.528.120","-102.333.181"
"PLAZA PUBLICA PRINCIPAL","20.130.286","-104.346.114"
"PLAZA PUBLICA PRINCIPAL","21.830.254","-103.781.874"
"PLAZA PUBLICA PRINCIPAL","20.319.863","-105.327.398"
"PLAZA PUBLICA PRINCIPAL","21.149.552","-102.688.868"
"PLAZA PUBLICA PRINCIPAL","19.603.566","-104.436.190"
"PLAZA PUBLICA PRINCIPAL","20.287.852","-103.193.251"
"PLAZA PUBLICA PRINCIPAL","21.779.632","-103.781.036"
"PLAZA PUBLICA PRINCIPAL","20.089.658","-103.861.946"
"PLAZA PUBLICA PRINCIPAL","19.238.131","-104.557.253"
"PLAZA PUBLICA PRINCIPAL","20.365.168","-103.822.234"
"PLAZA PUBLICA PRINCIPAL","22.114.507","-103.267.571"
"PLAZA PUBLICA PRINCIPAL","19.978.816","-103.260.856"
"PLAZA PUBLICA PRINCIPAL","19.452.133","-104.358.245"
"PLAZA PUBLICA PRINCIPAL","20.202.368","-104.406.154"
"PLAZA PUBLICA PRINCIPAL","20.928.677","-103.023.213"
"PLAZA PUBLICA PRINCIPAL","20.446.612","-102.135.052"
"PLAZA PUBLICA PRINCIPAL","19.906.434","-104.161.916"
"PLAZA PUBLICA PRINCIPAL","20.776.703","-103.695.001"
"PLAZA PUBLICA PRINCIPAL","19.806.133","-104.215.681"
"PLAZA PUBLICA PRINCIPAL","19.826.408","-104.158.029"
"PLAZA PUBLICA PRINCIPAL","20.518.873","-103.177.730"
"PLAZA PUBLICA PRINCIPAL","21.526.618","-102.239.945"
"PLAZA PUBLICA PRINCIPAL","20.764.094","-104.080.856"
"PLAZA PUBLICA PRINCIPAL","19.795.656","-103.477.999"
"PLAZA PUBLICA PRINCIPAL","20.575.347","-104.381.830"
"PLAZA PUBLICA PRINCIPAL","20.677.057","-103.347.777"
"PLAZA PUBLICA PRINCIPAL","21.058.890","-104.051.593"
"PLAZA PUBLICA PRINCIPAL","22.359.123","-103.210.378"
"PLAZA PUBLICA PRINCIPAL","22.627.302","-103.897.046"
"PLAZA PUBLICA PRINCIPAL","20.348.984","-103.192.703"
"PLAZA PUBLICA PRINCIPAL","20.863.598","-103.239.589"
"PLAZA PUBLICA PRINCIPAL","21.165.579","-102.467.520"
"PLAZA PUBLICA PRINCIPAL","20.290.933","-102.710.432"
"PLAZA PUBLICA PRINCIPAL","20.607.952","-102.224.785"
"PLAZA PUBLICA PRINCIPAL","19.371.169","-103.019.508"
"PLAZA PUBLICA PRINCIPAL","20.286.144","-103.430.031"
"PLAZA PUBLICA PRINCIPAL","20.505.952","-103.171.503"
"PLAZA PUBLICA PRINCIPAL","20.083.954","-104.096.508"
"PLAZA PUBLICA PRINCIPAL","20.293.148","-102.540.486"
"PLAZA PUBLICA PRINCIPAL","19.482.669","-104.638.859"
"PLAZA PUBLICA PRINCIPAL","20.005.313","-103.155.671"
"PLAZA PUBLICA PRINCIPAL","21.355.090","-101.930.533"
"PLAZA PUBLICA PRINCIPAL","20.908.603","-103.981.625"
"PLAZA PUBLICA PRINCIPAL","20.523.513","-104.788.269"
"PLAZA PUBLICA PRINCIPAL","19.915.982","-103.020.271"
"PLAZA PUBLICA PRINCIPAL","21.264.484","-102.776.763"
"PLAZA PUBLICA PRINCIPAL","22.388.090","-103.728.449"
"PLAZA PUBLICA PRINCIPAL","20.438.941","-104.409.087"
"PLAZA PUBLICA PRINCIPAL","20.346.758","-102.773.849"
"PLAZA PUBLICA PRINCIPAL","21.866.993","-101.590.710"
"PLAZA PUBLICA PRINCIPAL","19.253.779","-103.379.602"
"PLAZA PUBLICA PRINCIPAL","20.383.802","-102.928.152"
"PLAZA PUBLICA PRINCIPAL","20.608.487","-105.235.588"
"PLAZA PUBLICA PRINCIPAL","19.927.210","-102.877.441"
"PLAZA PUBLICA PRINCIPAL","21.043.739","-103.428.695"
"PLAZA PUBLICA PRINCIPAL","20.991.475","-101.992.116"
"PLAZA PUBLICA PRINCIPAL","19.748.233","-103.766.469"
"PLAZA PUBLICA PRINCIPAL","20.741.880","-102.536.117"
"PLAZA PUBLICA PRINCIPAL","21.245.252","-102.334.695"
"PLAZA PUBLICA PRINCIPAL","20.799.080","-104.003.603"
"PLAZA PUBLICA PRINCIPAL","21.011.190","-102.180.549"
"PLAZA PUBLICA PRINCIPAL","20.790.910","-104.195.011"
"PLAZA PUBLICA PRINCIPAL","21.684.510","-103.812.102"
"PLAZA PUBLICA PRINCIPAL","20.436.071","-103.928.631"
"PLAZA PUBLICA PRINCIPAL","21.030.814","-102.401.816"
"PLAZA PUBLICA PRINCIPAL","20.761.329","-104.852.698"
"PLAZA PUBLICA PRINCIPAL","20.761285","-104.852718"
"PLAZA PUBLICA PRINCIPAL","22.172597°","-103.224918°"
"PLAZA PUBLICA PRINCIPAL","19.586875","-102.909492"
"PLAZA PUBLICA PRINCIPAL","19.884244","-103.600986"
"PLAZA PUBLICA PRINCIPAL","20.649325","-103.702108"
"PLAZA PUBLICA PRINCIPAL","20.380693","-104.822455"
"PLAZA PUBLICA PRINCIPAL","19.675127","-103.254035"
"PLAZA PUBLICA PRINCIPAL","19.944877","-103.757619"
"PLAZA PUBLICA PRINCIPAL","19.470915","-103.306983"
"PLAZA PUBLICA PRINCIPAL","20.074891","-103.550601"
"PLAZA PUBLICA PRINCIPAL","20.218.562","-104.164.740"
"PLAZA PUBLICA PRINCIPAL","20.218708","-104.164952"
"PLAZA PUBLICA PRINCIPAL","21.436966","-102.576178"
"PLAZA PUBLICA PRINCIPAL","20.091657","-103.377422"
"PLAZA PUBLICA PRINCIPAL","20.815278","-102.758863"
"PLAZA PUBLICA PRINCIPAL","20.885087","-103.839012"
"PLAZA PUBLICA PRINCIPAL","20.683698","-103.847245"
"PLAZA PUBLICA PRINCIPAL","20.159152","-103.044562"
"PLAZA PUBLICA PRINCIPAL","20.639.652","-103.311.913"
"PLAZA PUBLICA PRINCIPAL","19.602.234","-103.914.945"
